"incident_id","start_time","case_number","priority","district","beat","initial_type","final_tru_type"
"P2600211550","2026-07-15T14:49:24.000","260031111","4","4D","L2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600211507","2026-07-15T14:15:19.000","260031117","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600211566","2026-07-15T15:09:01.000","260031120","4","6D","R2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600211572","2026-07-15T15:12:02.000","260031121","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600211625","2026-07-15T15:54:45.000","260031127","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600211721","2026-07-15T17:30:46.000","260031135","4","1D","A1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600211766","2026-07-15T18:14:07.000","260031139","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600211752","2026-07-15T18:01:42.000","260031142","4","3D","G1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600211722","2026-07-15T17:32:24.000","260031146","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600211784","2026-07-15T18:31:05.000","260031152","4","3D","I3","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600211813","2026-07-15T19:05:40.000","260031162","4","1D","B1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212224","2026-07-16T05:49:58.000","260031205","4","2D","E1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212275","2026-07-16T07:15:59.000","260031208","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212265","2026-07-16T07:01:54.000","260031209","4","4D","K2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212316","2026-07-16T08:14:02.000","260031211","4","4D","K2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212346","2026-07-16T08:41:55.000","260031213","4","3D","I2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600212359","2026-07-16T08:56:23.000","260031219","4","5D","M3","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600212365","2026-07-16T09:00:11.000","260031226","4","2D","E1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600212319","2026-07-16T08:17:25.000","260031229","4","1D","A2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212344","2026-07-16T08:42:12.000","260031236","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212405","2026-07-16T10:00:48.000","260031241","4","5D","M3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212435","2026-07-16T10:39:27.000","260031247","4","1D","A1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600212480","2026-07-16T11:39:42.000","260031262","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212416","2026-07-16T10:16:06.000","260031265","4","1D","B1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212478","2026-07-16T11:35:06.000","260031275","4","1D","A1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600212487","2026-07-16T11:46:34.000","260031276","4","2D","E1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600212592","2026-07-16T13:35:42.000","260031279","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212539","2026-07-16T12:34:18.000","260031281","4","4D","L3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212604","2026-07-16T13:47:57.000","260031284","4","2D","D1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600212406","2026-07-16T10:00:52.000","260031288","4","3D","I2","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600212630","2026-07-16T14:11:49.000","260031291","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212767","2026-07-16T16:23:18.000","260031297","4","1D","A2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600212663","2026-07-16T14:41:48.000","260031300","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212756","2026-07-16T16:15:47.000","260031302","4","4D","K1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600212689","2026-07-16T15:10:23.000","260031303","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212723","2026-07-16T15:50:54.000","260031310","4","6D","R2","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600212806","2026-07-16T17:10:12.000","260031312","4","1D","B1","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600212849","2026-07-16T18:02:52.000","260031315","4","6D","P3","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600212873","2026-07-16T18:41:39.000","260031317","4","3D","I2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600212927","2026-07-16T19:40:14.000","260031327","4","1D","B1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600212970","2026-07-16T20:38:19.000","260031336","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213008","2026-07-16T21:30:41.000","260031343","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213106","2026-07-16T22:55:31.000","260031351","4","6D","P2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600213099","2026-07-16T22:48:38.000","260031352","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213249","2026-07-17T02:22:03.000","260031363","4","1D","A1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213278","2026-07-17T03:27:48.000","260031365","4","3D","I2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600213324","2026-07-17T04:55:03.000","260031369","4","1D","A2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213400","2026-07-17T07:02:47.000","260031375","4","1D","A2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213445","2026-07-17T08:08:41.000","260031383","4","3D","I2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213427","2026-07-17T07:37:20.000","260031384","4","3D","I3","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600213461","2026-07-17T08:25:27.000","260031389","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213480","2026-07-17T08:45:33.000","260031393","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213490","2026-07-17T08:55:16.000","260031399","4","3D","I2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213497","2026-07-17T09:00:23.000","260031401","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213503","2026-07-17T09:05:45.000","260031409","4","3D","I1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213569","2026-07-17T10:14:11.000","260031425","4","3D","I2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213512","2026-07-17T09:11:30.000","260031432","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213663","2026-07-17T12:15:03.000","260031433","4","4D","K1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213670","2026-07-17T12:24:37.000","260031448","4","1D","A1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600213609","2026-07-17T11:06:37.000","260031452","4","2D","E1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213636","2026-07-17T11:38:35.000","260031453","4","4D","K1","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600213627","2026-07-17T11:25:47.000","260031456","4","2D","E1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213691","2026-07-17T12:47:38.000","260031457","4","1D","A1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600213417","2026-07-17T07:25:37.000","260031461","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213765","2026-07-17T14:31:43.000","260031468","4","3D","G3","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600213791","2026-07-17T15:12:05.000","260031472","4","3D","G1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600213657","2026-07-17T12:05:12.000","260031475","4","1D","B3","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600213822","2026-07-17T15:45:39.000","260031480","4","6D","R3","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600213839","2026-07-17T16:03:06.000","260031481","4","6D","P2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600213842","2026-07-17T16:02:04.000","260031487","4","2D","D2","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600213900","2026-07-17T16:56:03.000","260031489","4","2D","D2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600213906","2026-07-17T17:04:20.000","260031491","4","6D","R2","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600213972","2026-07-17T18:26:23.000","260031498","4","2D","D1","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600213943","2026-07-17T17:44:07.000","260031502","4","1D","B2","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600214078","2026-07-17T20:31:38.000","260031519","4","6D","P2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600213819","2026-07-17T15:44:42.000","260031522","4","2D","E1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600214098","2026-07-17T20:49:23.000","260031523","4","5D","N1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214101","2026-07-17T20:45:59.000","260031524","4","6D","R2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214136","2026-07-17T21:30:44.000","260031528","4","3D","G1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214144","2026-07-17T21:40:28.000","260031529","4","6D","P1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214117","2026-07-17T21:05:49.000","260031532","4","6D","R1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214521","2026-07-18T08:04:43.000","260031564","4","4D","L1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214541","2026-07-18T08:42:07.000","260031566","4","4D","K1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600214596","2026-07-18T09:56:24.000","260031573","4","2D","D1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600214536","2026-07-18T08:36:20.000","260031581","4","6D","P1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600214636","2026-07-18T10:41:39.000","260031587","4","5D","M3","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600214613","2026-07-18T10:24:18.000","260031590","4","2D","E2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600214654","2026-07-18T11:07:35.000","260031603","4","1D","B1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214684","2026-07-18T11:35:11.000","260031608","4","5D","N2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214709","2026-07-18T12:27:25.000","260031609","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214794","2026-07-18T14:13:32.000","260031611","4","1D","B2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214811","2026-07-18T14:41:49.000","260031615","4","6D","P1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214853","2026-07-18T15:35:32.000","260031621","4","4D","K3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214826","2026-07-18T14:59:48.000","260031623","4","4D","K3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600214936","2026-07-18T17:12:41.000","260031627","4","6D","R3","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600214619","2026-07-18T10:32:05.000","260031628","4","4D","K1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600215051","2026-07-18T19:39:25.000","260031637","4","2D","E2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600215080","2026-07-18T20:18:51.000","260031639","4","5D","N2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600212210","2026-07-16T05:25:03.000","260031642","4","6D","P1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600215191","2026-07-18T22:00:22.000","260031648","4","4D","K1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600215600","2026-07-19T09:30:57.000","260031687","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600215634","2026-07-19T10:19:12.000","260031692","4","5D","N2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600215698","2026-07-19T11:50:18.000","260031703","4","2D","D2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600215776","2026-07-19T13:52:35.000","260031709","4","5D","M3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600215865","2026-07-19T16:00:51.000","260031733","4","2D","D2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600216187","2026-07-19T22:41:56.000","260031769","4","4D","K1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600216388","2026-07-20T05:55:41.000","260031789","4","3D","G3","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600216411","2026-07-20T06:30:36.000","260031793","4","5D","N3","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600216403","2026-07-20T06:23:06.000","260031795","4","4D","L1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600216407","2026-07-20T06:26:28.000","260031797","4","2D","D1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600216479","2026-07-20T08:21:50.000","260031806","4","6D","R2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600216504","2026-07-20T08:49:35.000","260031808","4","5D","N1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600216566","2026-07-20T09:55:32.000","260031817","4","6D","P2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600216503","2026-07-20T08:52:09.000","260031825","4","4D","K1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600216570","2026-07-20T10:02:44.000","260031829","4","3D","I2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600216420","2026-07-20T06:46:01.000","260031831","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600216422","2026-07-20T06:52:38.000","260031833","4","4D","K1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600216424","2026-07-20T06:53:59.000","260031836","4","6D","P2","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600216432","2026-07-20T07:17:02.000","260031838","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600216445","2026-07-20T07:36:39.000","260031840","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
